carat,cut,color,clarity,price
1.4,4,2,SI1,5.525
1.8,4,1,VS2,5.524
1.1,4,1,VS2,5.524
1.3,5,1,VS1,5.523
1.3,5,1,VS1,5.523
1,4,1,SI1,5.522
1.2,4,1,SI1,5.522
1.2,2,1,SI1,5.522
1.12,2,1,SI1,5.521
1.1,4,1,SI1,5.521
1,4,2,SI1,5.521
1.23,5,1,VS2,5.521
1.24,2,1,SI2,5.52
1.1,4,1,VS2,5.519
1.16,2,1,SI1,5.519
1.16,2,1,IF,5.519
1.46,5,1,SI2,5.519
1.3,2,1,SI1,5.518
1.2,4,1,SI2,5.518
1.27,5,1,VS1,5.518
1.8,2,1,SI1,5.517
1.8,4,1,SI1,5.516
1.6,2,1,VS2,5.516
0.92,2,2,SI1,5.516
1.1,3,1,VS1,5.515
1.8,4,1,VS2,5.515
1.1,5,1,VS1,5.515
1.1,5,2,SI1,5.515
1.2,3,2,SI2,5.514
1.32,4,1,SI2,5.513
1,4,1,SI1,5.511
0.9,4,2,VS1,5.511
1.2,5,1,SI2,5.51
1.23,2,1,SI2,5.51
1.2,2,1,SI1,5.51
1.2,5,1,SI1,5.51
1.23,5,1,VS1,5.51
1.2,5,1,SI1,5.51
1.5,2,1,I1,5.51
1.2,2,1,SI1,5.51
1.16,2,1,SI2,5.59
1.18,4,1,SI1,5.58
1.15,5,1,SI1,5.56
1.11,2,1,VS2,5.56
1.2,2,1,SI1,5.55
1,4,2,VS2,5.55
1,3,2,VS2,5.55
1.23,5,1,VS2,5.54
1.12,4,1,SI2,5.54
1.4,5,2,SI1,5.54
1.46,1,1,SI2,5.54
1.26,5,1,SI1,5.54
0.9,4,2,VVS2,5.54
1.19,5,2,SI2,5.54
1.5,2,1,VS2,5.54
1.22,2,1,SI2,5.52
0.9,4,1,VS2,5.52
1.22,2,1,SI2,5.52
1.14,2,1,SI1,5.51
1.11,2,2,SI2,5.51
1.1,1,2,VS2,5.51
1.25,5,1,VS1,5.5
1.25,4,1,SI1,5.5
1,3,1,VS2,5.5
1,5,2,SI1,5.5
1.1,4,2,SI1,5.499
1.1,4,2,SI1,5.499
1.1,3,2,SI1,5.499
1.1,4,2,SI1,5.499
1.3,4,2,SI1,5.498
1.7,5,1,VS2,5.498
1.7,2,1,SI1,5.498
1.2,3,2,SI1,5.497
1.1,2,1,SI1,5.497
1.24,4,1,SI2,5.497
1.1,3,1,VS2,5.497
1.1,4,1,SI1,5.497
1.19,2,2,SI2,5.497
1.2,3,2,SI1,5.497
1.11,2,1,SI2,5.496
1.9,2,1,SI1,5.496
1.4,2,2,SI1,5.495
1.2,2,2,SI2,5.494
1.5,4,2,SI1,5.494
1.5,3,1,VS2,5.492
1.3,5,2,SI1,5.491
1.3,2,2,SI2,5.491
1.6,4,2,SI1,5.491
1.6,4,2,SI1,5.491
1.3,2,2,SI2,5.491
1.23,3,1,SI1,5.49
1.2,4,1,SI2,5.49
1.21,5,1,VS1,5.489
1,2,2,SI1,5.489
1.21,2,1,SI1,5.489
1,5,2,SI1,5.488
1,5,2,SI1,5.488
1,5,2,SI1,5.488
1,5,2,SI1,5.488
1.3,1,1,SI1,5.488
1,5,2,SI1,5.488
1.1,3,2,VS2,5.487
1.12,1,1,VS1,5.487
1.38,5,1,SI2,5.487
1.8,5,2,SI1,5.487
1.14,3,1,SI1,5.487
1.1,2,2,SI1,5.486
1.24,4,1,SI2,5.486
1.9,2,1,SI1,5.486
1.6,5,2,SI1,5.485
1.6,5,2,SI1,5.485
0.91,4,1,VS2,5.484
1.2,5,2,SI1,5.484
1,1,1,VS2,5.484
1,1,1,VS2,5.484
1,3,1,VS2,5.484
1.2,2,1,SI2,5.484
1,3,1,VS2,5.484
1.13,2,1,SI1,5.483
1.11,5,2,SI1,5.483
1,3,1,SI1,5.483
1.13,4,2,SI1,5.481
1.16,5,1,SI1,5.48
1.31,5,1,SI1,5.48
1.6,4,1,VS2,5.48
0.9,3,2,VVS2,5.48
1.1,4,2,SI1,5.479
1.1,2,1,VVS1,5.478
1.18,5,1,VS1,5.477
0.9,4,2,VS2,5.476
1.3,2,2,SI1,5.476
1.2,4,1,SI1,5.476
1.1,5,1,SI1,5.476
1.3,2,2,SI1,5.476
1.1,1,1,VS2,5.475
1.2,4,1,SI2,5.474
1.2,5,1,VS2,5.474
1.14,2,2,SI2,5.473
1,5,2,SI1,5.47
1,3,2,SI1,5.469
1.4,2,1,SI1,5.469
1.2,5,1,VS1,5.469
1.14,2,1,SI1,5.469
1.5,5,1,VS2,5.468
1.5,5,1,VS2,5.468
1.22,5,1,SI1,5.466
1.22,5,1,SI1,5.466
1.22,5,1,SI1,5.466
1.22,5,1,SI2,5.466
1.7,5,1,SI1,5.465
1.19,5,1,SI1,5.464
1.29,5,1,VS1,5.463
1.29,4,1,SI1,5.463
1.6,2,1,SI1,5.461
1.6,5,1,SI1,5.461
1.1,4,2,SI1,5.461
1.21,5,1,VS2,5.461
1,1,1,VS1,5.46
1.5,5,1,SI2,5.46
1.5,1,2,I1,5.46
1.6,2,1,VS2,5.459
1.2,3,1,SI1,5.458
1.14,5,1,SI1,5.458
0.91,2,2,SI1,5.458
1.14,5,1,SI1,5.458
1,2,2,SI1,5.458
1.14,4,1,SI1,5.458
1.21,4,1,SI1,5.457
1.1,2,1,SI1,5.457
1.5,2,2,SI1,5.457
1.13,2,2,SI2,5.457
1.16,5,1,VS1,5.457
1.12,2,1,SI1,5.457
1.11,2,1,SI1,5.456
1.11,2,1,SI1,5.456
1.2,4,2,SI1,5.456
1.6,4,1,VS1,5.456
1.24,4,1,SI1,5.456
1.12,2,2,SI2,5.456
1.3,4,1,VS1,5.455
1.27,2,1,SI1,5.455
1.2,5,2,SI1,5.455
1.8,2,1,VS2,5.455
1.2,4,1,SI1,5.455
1.27,4,1,VS2,5.455
1.16,5,1,SI1,5.454
1.2,5,1,VS2,5.454
1.7,2,1,SI1,5.453
0.92,4,2,VS1,5.453
1.7,5,1,SI1,5.453
1.21,4,1,VS1,5.452
1.21,4,1,SI1,5.452
1.18,2,1,SI2,5.452
1.2,4,2,SI2,5.451
1.24,2,1,VS2,5.451
1.4,4,1,VS2,5.451
1.18,4,1,VS1,5.451
1.11,4,1,VS2,5.45
1.11,5,1,VS2,5.45
0.9,2,2,SI1,5.45
1.31,4,1,SI1,5.45
1.37,3,1,VS2,5.449
1.12,4,2,SI1,5.447
1.4,4,1,VS2,5.447
1.31,3,1,SI2,5.446
1,5,2,SI1,5.445
1,5,2,SI1,5.445
1.2,1,2,SI2,5.445
1.3,2,1,SI1,5.445
1.6,4,2,SI1,5.445
1,5,2,SI1,5.445
1.24,4,1,VS1,5.444
1.7,2,1,SI1,5.444
1.24,2,2,SI2,5.444
1.1,3,2,SI1,5.443
1.1,3,2,SI1,5.443
1.2,4,1,SI1,5.443
1.1,3,2,SI1,5.443
1.1,3,2,SI1,5.443
1.1,4,2,SI1,5.443
1.24,2,1,VS2,5.443
1.1,5,2,SI1,5.443
1.1,4,2,SI1,5.443
1.1,2,2,SI1,5.443
1.27,2,1,VS2,5.442
0.9,2,2,VS2,5.439
1.8,2,1,SI1,5.439
1.1,2,1,VS2,5.439
0.9,5,2,VS1,5.438
1.3,5,1,SI1,5.438
1.11,3,1,SI2,5.438
1.5,4,1,SI1,5.438
1.33,5,1,SI2,5.437
1.1,2,2,SI2,5.437
1.22,2,1,SI2,5.436
1.7,2,2,SI1,5.436
1.22,5,1,SI2,5.436
1.7,5,2,SI1,5.436
1.5,2,2,SI1,5.436
1.6,4,1,SI1,5.435
1.26,5,1,SI2,5.434
1.11,5,1,SI1,5.433
1.5,5,2,SI1,5.433
1.15,5,1,SI1,5.433
1.11,5,1,SI1,5.433
1.1,4,1,SI1,5.433
1.21,5,1,VVS2,5.431
1.22,3,1,VS2,5.431
0.91,2,2,SI1,5.431
0.91,1,2,VVS2,5.43
2.15,1,1,I1,5.43
1.21,5,1,SI2,5.43
1.1,1,2,SI1,5.43
1.1,3,2,VS2,5.43
1.1,5,2,VS2,5.43
1.1,2,1,SI1,5.43
1.2,5,2,SI1,5.429
1.31,3,1,SI2,5.429
1.27,5,2,SI2,5.428
1.11,2,1,SI1,5.428
1.24,4,1,VS1,5.427
1.2,2,1,VS2,5.426
1.2,2,2,SI2,5.426
1.2,5,1,VS2,5.426
1.2,2,1,SI1,5.426
1.2,4,2,SI1,5.424
1.14,5,1,SI1,5.424
1.1,2,1,SI1,5.424
1.7,5,1,VS2,5.424
1.17,2,1,SI2,5.423
0.81,4,2,VVS2,5.423
1.1,4,2,SI1,5.422
1.21,5,1,SI1,5.421
1.9,2,1,VS2,5.421
1.3,5,1,SI2,5.421
1.46,5,1,SI2,5.421
1.21,2,1,VS1,5.421
1.21,5,1,SI2,5.421
1.21,5,1,SI1,5.421
1,3,2,VS2,5.42
1.28,2,1,SI2,5.419
1.8,5,2,SI1,5.419
1.29,5,1,SI2,5.418
1.3,2,1,SI1,5.418
1.1,3,1,VS2,5.418
1.4,2,1,VS2,5.416
1.1,5,1,VS1,5.416
1.1,2,2,SI1,5.416
1.1,4,2,SI1,5.416
1.1,3,1,VS1,5.416
1.4,5,1,VS2,5.416
1.6,4,1,VS2,5.415
1,4,2,SI1,5.413
1.2,2,1,SI1,5.412
1.13,2,2,SI2,5.412
1.23,5,1,SI1,5.412
1.23,3,1,SI2,5.412
1.26,5,2,SI2,5.412
1.26,2,2,SI2,5.412
1.23,5,1,VS1,5.412
1.18,2,1,SI1,5.412
1.24,2,1,VS2,5.412
1.5,2,1,I1,5.412
1.17,2,2,SI2,5.412
1.16,2,1,SI1,5.411
1.3,2,2,SI1,5.411
1.1,3,2,SI1,5.411
1.16,1,1,SI1,5.411
1.1,4,2,SI1,5.411
1.1,4,2,SI1,5.411
0.91,2,1,VVS2,5.411
0.93,2,2,VS2,5.411
1.9,2,2,SI2,5.41
1.5,5,2,I1,5.41
1,5,2,SI1,5.41
1.13,5,1,SI1,5.41
1.3,5,2,SI1,5.41
1.2,4,1,SI1,5.48
1.2,4,1,SI1,5.48
1.13,4,2,SI2,5.48
1.11,2,1,SI1,5.48
1.2,4,1,SI1,5.48
1.2,4,1,SI2,5.48
1.49,3,1,SI2,5.47
1.23,2,1,SI1,5.47
1.21,3,1,SI1,5.47
1.2,5,1,VS2,5.47
1,3,2,VS2,5.47
1.1,2,1,SI2,5.47
1.5,4,1,SI1,5.46
1.19,2,2,SI2,5.46
1.7,2,2,SI2,5.45
1.27,2,2,SI2,5.45
1.21,5,1,SI2,5.45
2.14,1,1,I1,5.45
1.22,5,1,VS2,5.45
1,5,1,VS2,5.44
1.9,5,1,SI1,5.42
1.9,2,1,VS1,5.41
1.1,5,1,VS2,5.4
1.5,5,2,SI2,5.4
1.2,4,2,SI1,5.398
1.2,2,2,SI1,5.398
1.2,2,1,SI1,5.398
1.26,5,1,SI2,5.398
1.2,5,2,SI1,5.398
1.26,2,1,SI1,5.398
1.22,4,2,SI1,5.397
1,5,2,SI1,5.396
1,5,2,SI1,5.396
1,2,2,SI1,5.396
1,4,2,SI1,5.396
1.11,2,1,SI1,5.395
1.11,5,1,VS2,5.395
1.11,5,1,VS2,5.395
1.25,2,1,SI2,5.395
1.11,2,1,SI2,5.395
0.91,3,1,SI1,5.394
1.6,5,2,SI2,5.393
1.3,4,2,SI1,5.393
1.3,4,2,SI2,5.393
1.7,2,2,SI2,5.393
1.1,4,1,VS2,5.393
1.6,2,1,SI1,5.393
1.2,4,1,VS2,5.393
1.14,2,1,VS1,5.392
1.12,2,1,VS2,5.392
1.19,4,1,SI1,5.39
1,4,2,SI1,5.39
1,5,2,SI1,5.39
1,4,2,SI1,5.39
1.25,5,1,SI1,5.39
0.92,3,1,VVS2,5.39
1.16,2,1,SI2,5.388
1.3,2,1,VS2,5.387
1.1,2,1,SI1,5.387
1,5,1,VS1,5.387
1.21,4,1,VS2,5.387
1.21,5,2,SI2,5.387
1.1,2,1,SI1,5.387
1.1,2,1,SI1,5.387
1.21,2,1,VS2,5.387
1,5,1,VS1,5.387
0.9,4,2,SI1,5.387
0.9,2,2,VS1,5.386
1.1,4,2,SI1,5.386
1.11,2,1,SI1,5.386
1.23,3,1,VS2,5.386
1.1,1,2,SI1,5.385
1.2,2,1,SI2,5.385
1,4,1,VS2,5.385
1.1,1,2,SI1,5.385
1,2,1,VS1,5.385
1,3,2,SI1,5.384
1.9,5,2,SI1,5.384
1.15,5,1,SI1,5.384
1.11,4,2,SI1,5.384
1.1,4,2,SI1,5.383
1.2,4,1,VS2,5.383
1.24,5,2,SI2,5.382
1.31,4,1,SI1,5.382
1.14,2,1,SI1,5.382
1.4,4,2,SI1,5.381
1.1,3,2,SI1,5.379
1.3,2,1,VS2,5.378
1.1,3,2,SI1,5.378
1.3,2,2,SI1,5.378
1.18,2,1,SI1,5.378
1.13,2,1,SI2,5.378
1.2,4,1,VS1,5.376
1.2,5,1,SI2,5.376
1.2,2,1,SI1,5.376
1.2,5,1,SI2,5.376
1.2,5,1,SI2,5.376
1,3,2,VS2,5.376
1.13,5,2,SI2,5.376
1.2,5,1,SI2,5.376
1,1,2,VS2,5.376
1.13,5,1,SI1,5.376
1.2,5,1,VVS2,5.376
1.28,5,1,SI2,5.376
1.2,2,1,SI1,5.376
1.9,2,1,SI1,5.376
1.8,4,1,SI1,5.375
1.12,4,1,SI2,5.375
0.93,2,1,VS1,5.375
1.12,4,2,SI1,5.374
1.6,2,1,VS2,5.373
1.7,2,1,VS1,5.373
0.9,2,2,SI1,5.373
0.81,2,2,VVS2,5.373
1.2,2,1,SI2,5.373
1.17,2,1,SI2,5.373
1.2,4,2,SI2,5.373
1.23,5,1,SI2,5.373
1.1,4,2,SI1,5.372
1.16,4,1,SI1,5.372
1.1,2,2,SI1,5.372
1.27,4,1,SI2,5.371
1.37,5,1,VS1,5.37
1.13,4,1,VS1,5.37
1.5,4,1,VS2,5.37
1.1,2,1,SI1,5.37
1.5,5,1,VS2,5.37
1.2,5,2,SI1,5.369
1.22,5,1,SI1,5.368
1.22,5,1,SI1,5.368
1.14,4,1,SI1,5.367
1.2,2,1,SI1,5.367
1.7,4,1,SI1,5.367
1.16,5,1,SI1,5.366
1.1,5,2,SI1,5.366
1.3,2,2,SI1,5.366
1.17,5,2,SI1,5.366
1.3,5,1,VS2,5.364
1.3,2,1,VS2,5.364
1.21,4,1,SI2,5.364
1.3,5,1,VS2,5.364
1.3,5,1,VS2,5.364
1.3,5,1,VS2,5.364
1.12,2,1,SI1,5.363
1.12,5,1,SI1,5.363
1.6,2,1,VS2,5.362
1.25,4,1,SI2,5.362
1.12,4,1,SI1,5.361
1.11,3,1,IF,5.361
1.5,2,1,SI1,5.361
1.24,2,1,VS2,5.361
1.1,2,1,SI2,5.361
1.9,2,1,SI1,5.358
0.92,5,2,VS1,5.358
1.11,2,1,SI1,5.358
1.34,2,1,SI2,5.358
1.34,2,1,SI2,5.358
1.8,2,1,VS2,5.357
0.9,3,2,VS1,5.356
1.2,5,1,VS2,5.356
1.22,3,1,VS1,5.356
1.3,2,2,SI1,5.356
1.25,2,1,SI2,5.355
1.25,2,1,SI2,5.355
1.6,2,2,SI2,5.354
1.4,4,1,VS2,5.353
1.3,4,1,SI1,5.353
1.21,5,1,SI1,5.353
1.5,2,1,VVS2,5.352
1.2,4,1,SI1,5.352
1.8,2,2,SI2,5.352
1.2,4,1,SI2,5.352
1.8,2,1,SI1,5.352
1,4,2,SI1,5.351
1.5,5,2,SI1,5.351
1.5,5,1,SI2,5.351
1,4,2,SI1,5.351
1.2,1,2,VS2,5.35
1.5,2,2,SI2,5.347
1.5,2,1,VS2,5.347
1.1,2,1,VS2,5.347
1,5,2,VS2,5.347
1.2,5,1,VS2,5.346
1.2,2,1,VS2,5.346
1.21,4,1,SI1,5.346
1.11,5,1,VS2,5.346
1.1,5,2,SI1,5.345
1.1,5,2,SI1,5.345
1.1,5,2,SI1,5.345
1.1,5,2,SI1,5.345
1.4,5,1,VS2,5.344
1,4,2,SI1,5.342
1.6,2,1,SI1,5.342
1.5,2,1,SI1,5.342
1.21,2,1,SI1,5.341
1.1,4,2,SI2,5.34
1.14,2,1,VS1,5.339
1.1,4,2,SI1,5.339
1.1,4,2,SI1,5.339
1.13,5,1,SI1,5.338
0.7,2,2,VVS1,5.338
0.7,2,2,VVS1,5.338
1.3,2,1,SI1,5.337
1.34,4,1,SI2,5.335
1.2,4,1,VS2,5.335
0.9,2,1,VVS2,5.335
1.11,4,1,SI1,5.335
0.9,2,2,VS1,5.335
1.27,1,1,SI2,5.334
1.2,5,2,SI2,5.332
1.19,2,1,SI1,5.331
0.9,4,2,VS1,5.331
1,3,2,SI1,5.331
1.1,3,1,VS2,5.331
1.12,2,1,SI2,5.331
1.25,5,1,VS1,5.331
1.3,5,2,VS2,5.33
1,3,2,SI1,5.33
1.27,4,2,SI2,5.33
1.3,2,2,SI1,5.33
1.3,2,2,SI1,5.33
1.12,5,2,SI2,5.329
1.12,5,1,SI1,5.329
1.11,2,1,SI1,5.329
1.22,4,2,SI1,5.329
1.22,2,1,SI1,5.329
1.33,4,1,SI1,5.327
1.51,5,1,SI2,5.327
1.7,5,1,VS2,5.327
1.8,2,2,SI1,5.327
1.14,5,1,SI1,5.326
1.11,2,1,SI1,5.325
1.7,2,2,SI2,5.325
1.21,2,1,VS1,5.324
1.21,5,1,SI2,5.324
1.21,4,1,SI1,5.324
1.21,4,1,SI2,5.324
1.5,5,1,VS2,5.323
1,5,2,SI1,5.322
1.2,4,1,VS1,5.322
1,4,2,SI1,5.322
1,5,1,VS2,5.322
1.2,4,1,SI2,5.321
1.22,2,1,SI2,5.321
1.1,4,2,SI2,5.32
1.25,5,1,SI1,5.32
1,4,2,SI1,5.32
1,5,1,VS2,5.32
1.6,2,2,SI2,5.319
1.28,3,1,VS2,5.319
1.19,2,1,SI1,5.318
1.33,5,1,SI2,5.318
1.2,2,1,VS2,5.318
0.91,3,2,VVS2,5.317
1.1,2,1,VS2,5.317
1.13,5,2,SI2,5.316
1.13,5,1,VS1,5.316
1.13,5,1,VS1,5.316
1.11,2,1,SI1,5.315
1.11,5,1,SI1,5.315
1.11,2,1,SI1,5.315
1.18,3,2,SI2,5.315
1.11,5,1,SI1,5.315
1.23,2,1,SI2,5.315
1.16,3,1,SI1,5.314
1.3,4,2,SI1,5.313
1.7,2,2,SI2,5.313
1.5,3,2,I1,5.313
0.9,5,2,VS2,5.312
0.9,5,2,VS2,5.312
1.2,5,1,VS2,5.312
1.2,5,1,VS2,5.312
1.2,2,1,VS2,5.312
1.2,5,1,VS2,5.312
1.4,2,1,SI1,5.311
1.1,5,2,SI1,5.311
1.24,5,2,SI2,5.311
1.4,5,1,SI1,5.311
1.66,5,1,SI2,5.31
1.2,3,1,SI2,5.31
1.36,5,1,SI2,5.31
1.1,3,2,SI1,5.39
1.27,2,2,SI2,5.38
1.26,2,1,VS2,5.36
1.1,2,1,VS2,5.36
1.15,2,1,SI2,5.36
0.9,4,2,VS2,5.35
1.24,5,1,VS2,5.35
1.9,4,1,SI1,5.35
1.1,5,2,SI1,5.35
1.7,4,2,SI2,5.34
1.23,5,1,VS1,5.34
1.1,5,1,VS2,5.33
1.2,4,1,VS1,5.32
1.16,2,1,VS2,5.32
0.91,4,2,VS1,5.32
1.7,2,1,VS1,5.32
1.2,3,2,SI1,5.31
1.2,4,2,SI1,5.31
1.16,2,1,SI2,5.31
1.2,5,2,SI1,5.31
1.1,5,2,SI1,5.31
1.4,5,2,SI1,5.3
1.25,5,1,VS2,5.299
1,2,2,SI1,5.299
1,3,2,SI1,5.299
1,5,2,SI1,5.299
1.11,2,1,SI2,5.299
1.22,2,1,VS2,5.297
1.22,2,1,SI2,5.296
1.15,2,1,SI1,5.296
1.1,5,1,VS1,5.294
1.1,5,1,VS1,5.294
1.1,4,1,VS2,5.294
1.1,2,1,VS1,5.294
1.1,4,1,VS1,5.294
1.1,5,1,VS1,5.294
1.1,1,1,VS2,5.294
1.6,4,1,VS1,5.293
1.25,5,1,SI1,5.293
1.6,3,1,VS1,5.293
1.6,4,2,SI2,5.293
1,5,2,SI1,5.292
1,2,2,SI1,5.292
1,5,2,SI1,5.292
1,5,2,SI1,5.292
1,5,2,SI1,5.292
1,5,2,SI1,5.292
1,1,2,SI1,5.292
1.26,5,1,SI1,5.292
1,5,2,SI1,5.292
1,5,2,SI1,5.292
1.25,2,1,SI2,5.292
1,5,2,SI1,5.292
1.4,5,2,SI2,5.292
1,5,2,SI1,5.292
1,2,2,SI1,5.292
1,5,1,SI1,5.292
1,5,1,SI1,5.292
1.5,1,1,I1,5.292
1.5,4,1,VS2,5.292
1.1,2,1,VS1,5.291
1.12,5,1,SI1,5.291
1.2,4,1,SI1,5.291
1.12,2,1,SI1,5.291
1.14,5,1,VS1,5.291
1.12,5,1,SI1,5.291
1.21,4,2,SI2,5.29
1.21,3,1,VS2,5.29
1.23,3,1,VS2,5.29
1.21,4,2,SI2,5.29
1.28,5,1,SI1,5.29
1.4,4,2,SI1,5.29
1.33,5,2,SI2,5.288
0.75,2,2,VVS1,5.288
1.1,5,1,VS2,5.288
1.9,5,2,SI1,5.287
1.9,5,2,SI1,5.287
1,4,1,SI1,5.287
0.99,2,1,SI1,5.287
1.2,4,2,SI1,5.287
1,5,2,SI2,5.286
1.8,4,1,SI1,5.286
1.4,4,1,SI1,5.285
1.27,2,1,VS2,5.285
1.21,5,1,SI2,5.285
1.21,5,1,SI1,5.285
1.4,3,2,SI1,5.285
1.4,5,2,SI1,5.284
1.37,5,1,SI2,5.284
1.11,5,2,SI2,5.284
1.23,5,2,SI2,5.283
1.31,5,1,SI1,5.282
1.11,5,1,SI1,5.281
1.7,2,1,SI1,5.281
1.7,2,1,SI1,5.281
1.2,4,1,SI2,5.28
1.13,5,2,SI2,5.28
1.2,5,1,SI2,5.28
1.2,4,1,SI2,5.28
1.2,3,1,SI1,5.28
1.2,4,1,SI1,5.28
1.7,2,2,SI2,5.28
1.2,5,1,SI2,5.28
1.13,4,1,SI1,5.28
1.1,3,1,VS2,5.279
0.9,4,2,VS1,5.279
1.2,4,2,SI1,5.278
1.6,2,1,SI1,5.278
1.2,2,2,SI1,5.278
1.2,5,2,SI1,5.278
1.2,5,1,SI2,5.278
1.24,5,1,SI2,5.277
1.52,2,1,SI2,5.277
1.1,3,1,SI1,5.277
1.6,2,1,VS2,5.277
1.12,2,2,SI2,5.277
1.21,5,1,SI1,5.276
1.21,2,1,VS2,5.275
1.1,2,2,SI1,5.274
1.1,2,1,VS2,5.273
1.14,5,1,SI1,5.273
1.1,5,1,SI1,5.273
1.34,2,1,SI2,5.273
1.1,2,1,SI1,5.273
0.95,3,2,VS2,5.272
1.1,3,2,SI1,5.271
1.15,4,1,SI1,5.27
1.3,3,1,VS2,5.269
1.23,5,1,SI2,5.269
1.2,5,2,SI2,5.268
1.5,1,1,SI2,5.268
1.2,2,2,SI2,5.268
1.5,5,1,SI2,5.268
1.21,4,1,VS1,5.267
1.9,2,2,SI2,5.267
1.12,5,1,SI1,5.266
1.2,2,2,SI1,5.266
1.12,5,1,SI1,5.266
1.3,4,1,VS2,5.266
1.21,5,1,SI1,5.266
1.24,5,1,VS2,5.265
1.4,4,2,SI2,5.265
1.7,2,2,SI1,5.264
1.7,4,1,VS2,5.264
1.25,5,1,VS2,5.264
1.1,2,2,SI2,5.263
1.11,2,2,SI2,5.262
1.1,2,2,SI1,5.262
1.9,2,1,SI1,5.262
0.91,2,2,VS2,5.261
1.22,2,1,SI1,5.261
1.1,5,1,VS2,5.26
1.1,5,1,VS2,5.26
1.16,2,1,SI2,5.26
1.1,4,1,VS2,5.26
1.1,5,1,VS2,5.26
1.1,4,1,VS2,5.26
1.1,2,1,VS2,5.26
1.1,5,1,VS2,5.26
1.25,2,1,SI2,5.259
1.25,2,1,SI2,5.259
0.92,3,2,SI1,5.259
0.91,4,2,VS1,5.259
1.25,2,1,SI2,5.259
0.91,5,2,VS2,5.259
0.91,5,1,VVS2,5.259
1.6,4,2,SI2,5.258
1.9,5,2,SI2,5.258
1.9,2,2,SI2,5.258
1,4,2,SI1,5.257
1.15,4,2,SI2,5.257
1.2,5,2,SI2,5.257
1.2,4,1,SI2,5.257
1.2,4,1,VS1,5.257
1.2,2,1,SI1,5.257
1.2,4,1,SI1,5.257
1.8,2,1,SI1,5.256
1.8,2,2,SI2,5.256
1.8,4,2,SI1,5.256
1.6,2,1,SI1,5.255
1.2,5,1,SI1,5.255
1.5,4,2,SI1,5.255
1.2,1,2,SI1,5.255
1.2,4,1,VS2,5.255
1,3,1,VS2,5.254
1.7,4,1,VS2,5.254
1.6,2,1,SI1,5.253
1.6,2,2,SI2,5.253
1.1,4,2,SI2,5.252
1.25,2,1,SI1,5.252
1.21,3,1,SI1,5.252
0.91,2,2,SI1,5.252
1.25,2,1,SI1,5.252
0.77,2,2,VVS1,5.251
1.1,3,2,SI1,5.251
1.2,2,1,SI1,5.251
1.33,3,1,VS2,5.251
1.8,5,1,VS2,5.25
1.25,5,1,SI1,5.25
1.2,4,1,SI2,5.25
1.2,5,1,SI2,5.25
1.2,5,1,VS2,5.25
1.8,5,1,VS2,5.25
1.6,2,2,SI1,5.25
1.1,5,2,SI1,5.249
1.27,5,1,SI2,5.249
1.3,5,1,SI1,5.249
1.1,5,2,SI1,5.249
1.3,2,2,SI1,5.249
1.27,2,1,SI2,5.249
1.1,4,2,SI1,5.248
1,4,1,SI1,5.247
1.8,2,2,SI2,5.247
1.6,5,1,VS1,5.247
1.2,4,2,SI2,5.247
1,2,2,SI2,5.246
1.21,4,1,SI1,5.245
1.2,4,2,SI1,5.245
1.34,4,1,SI2,5.245
1.21,5,2,SI2,5.243
0.92,2,1,VS1,5.243
1.12,4,2,SI2,5.243
1,5,1,VS2,5.242
1,5,1,VS2,5.242
0.9,5,2,VS1,5.242
1.3,5,1,VS2,5.242
1,3,1,VS2,5.242
0.9,2,2,VS1,5.242
1,5,1,VS1,5.242
1.2,2,1,VS1,5.242
1.4,2,1,VVS2,5.242
1,3,1,VS2,5.242
0.9,4,2,VS1,5.242
1.3,3,1,SI1,5.242
1.17,2,1,VS1,5.242
0.9,2,1,VVS2,5.242
1,1,1,VS1,5.242
1.4,2,1,VS2,5.242
1.2,5,1,VS2,5.241
1.3,2,1,SI1,5.241
1.3,2,1,SI1,5.241
1.3,4,2,SI1,5.241
1.3,4,2,SI1,5.241
1.72,1,1,I1,5.24
1.7,2,2,SI2,5.24
1,2,2,SI1,5.239
1,4,2,SI1,5.239
1.9,2,1,SI1,5.238
1.1,2,1,VS2,5.238
1.9,5,2,SI1,5.237
1.7,5,1,SI1,5.237
1.29,2,1,SI1,5.237
1.6,5,2,SI1,5.236
1.12,4,1,SI1,5.236
1.14,4,2,SI2,5.236
1.6,5,1,VS1,5.236
1.19,3,1,SI1,5.236
1.5,4,1,VS2,5.236
1.1,2,2,SI1,5.235
1.2,2,2,SI2,5.235
1.1,2,2,SI1,5.234
1.3,2,2,SI1,5.234
1.2,4,1,VS2,5.234
1.12,4,2,SI2,5.233
1.22,4,1,SI2,5.233
1.12,5,1,SI1,5.233
1.22,2,1,SI1,5.233
1.1,3,2,SI1,5.233
1.12,5,2,SI2,5.233
1.22,5,1,SI1,5.233
1.1,3,2,SI1,5.233
1.2,4,2,SI1,5.232
1.21,2,1,SI1,5.232
1.1,3,2,SI1,5.232
1.1,5,1,SI1,5.232
1.13,2,2,SI2,5.232
1.11,2,1,SI2,5.231
1.24,4,1,SI1,5.231
1.1,2,1,VS1,5.231
1.1,4,1,SI1,5.231
1.24,4,1,SI2,5.231
1.4,2,1,VS1,5.229
1.1,3,1,VS2,5.229
1.1,4,2,SI1,5.229
1.5,5,1,SI1,5.228
1.14,5,2,SI1,5.228
